Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017,Population Estimate (as of July 1) - 2018
0500000US51069,51069,"Frederick County, Virginia",78305,78283,78564,79518,80241,81486,82730,83513,84668,86499,88355
0500000US51071,51071,"Giles County, Virginia",17286,17286,17316,17149,17021,16987,16849,16767,16838,16771,16844
0500000US51073,51073,"Gloucester County, Virginia",36858,36859,36940,36885,36835,36768,37024,37007,37114,37309,37349
0500000US51075,51075,"Goochland County, Virginia",21717,21692,21746,21374,21278,21570,21854,22159,22462,22691,23244
0500000US51077,51077,"Grayson County, Virginia",15533,15554,15498,15366,15144,15131,15922,15956,15868,15677,15631
0500000US51079,51079,"Greene County, Virginia",18403,18389,18458,18665,18803,18847,19104,19186,19335,19648,19779
0500000US51081,51081,"Greensville County, Virginia",12243,12245,12234,11998,11744,11683,11563,11813,11577,11716,11627
0500000US51083,51083,"Halifax County, Virginia",36241,36243,36188,35979,35719,35372,35190,35082,34970,34532,34120
0500000US51085,51085,"Hanover County, Virginia",99863,99850,99899,99898,100337,101069,101730,103078,104348,105850,107239
0500000US51087,51087,"Henrico County, Virginia",306935,306810,307307,310460,315636,318702,321924,324289,325589,327148,329261
0500000US51089,51089,"Henry County, Virginia",54151,54182,54132,53540,53104,52743,52230,51912,51593,51250,50953
0500000US51091,51091,"Highland County, Virginia",2321,2319,2297,2260,2234,2205,2238,2196,2209,2217,2210
0500000US51093,51093,"Isle of Wight County, Virginia",35270,35274,35313,35288,35337,35521,35860,36155,36319,36571,36953
0500000US51095,51095,"James City County, Virginia",67009,67385,67668,68299,69412,70613,72077,72836,73994,75459,76397
0500000US51097,51097,"King and Queen County, Virginia",6945,6942,6978,6988,7010,7031,7085,7086,7049,7000,7042
0500000US51099,51099,"King George County, Virginia",23584,23578,23696,24273,24606,24900,25262,25399,25910,26302,26575
0500000US51101,51101,"King William County, Virginia",15935,15927,15999,16015,15977,16092,16150,16285,16408,16705,16939
0500000US51103,51103,"Lancaster County, Virginia",11391,11390,11362,11274,11124,10959,10862,10825,10769,10779,10783
0500000US51105,51105,"Lee County, Virginia",25587,25583,25598,25532,25420,25070,24716,24550,24066,23795,23541
0500000US51107,51107,"Loudoun County, Virginia",312311,312348,315479,326319,337881,349978,362290,374054,385524,396995,406850
0500000US51109,51109,"Louisa County, Virginia",33153,33168,33309,33461,33493,33988,34314,34615,35306,35885,36778
0500000US51111,51111,"Lunenburg County, Virginia",12914,12916,12910,12910,12639,12531,12481,12329,12263,12231,12086
0500000US51113,51113,"Madison County, Virginia",13308,13309,13303,13142,13135,13092,13034,13046,13076,13245,13295
0500000US51115,51115,"Mathews County, Virginia",8978,8976,8974,8944,8911,8899,8814,8844,8789,8731,8802
0500000US51117,51117,"Mecklenburg County, Virginia",32727,32720,32715,32562,31695,31247,31112,30933,30827,30712,30650
0500000US51119,51119,"Middlesex County, Virginia",10959,10959,10979,10851,10848,10777,10653,10683,10751,10643,10769
0500000US51121,51121,"Montgomery County, Virginia",94392,94422,94559,94727,95649,96594,97117,97348,98254,98283,98985
0500000US51125,51125,"Nelson County, Virginia",15020,15015,14978,15018,14801,14799,14865,14757,14800,14804,14836
0500000US51127,51127,"New Kent County, Virginia",18429,18432,18543,18762,19147,19514,20017,20382,21025,21698,22391
0500000US51131,51131,"Northampton County, Virginia",12389,12391,12409,12409,12217,12036,12045,12095,12021,11887,11735
0500000US51133,51133,"Northumberland County, Virginia",12330,12331,12355,12450,12421,12296,12254,12246,12193,12277,12147
0500000US51135,51135,"Nottoway County, Virginia",15853,15852,15829,15878,15752,15635,15505,15606,15501,15467,15420
0500000US51137,51137,"Orange County, Virginia",33481,33557,33580,33992,34276,34621,34922,35183,35381,35931,36644
0500000US51139,51139,"Page County, Virginia",24042,24052,24066,23955,23842,23724,23785,23660,23610,23755,23933
0500000US51141,51141,"Patrick County, Virginia",18490,18500,18469,18333,18333,18249,18176,17953,17783,17708,17673
0500000US51143,51143,"Pittsylvania County, Virginia",63506,63473,63592,63260,62896,62561,62378,62000,61710,61341,60949
0500000US51145,51145,"Powhatan County, Virginia",28046,28064,28120,28122,28171,28294,28488,28056,28444,28691,29189
0500000US51147,51147,"Prince Edward County, Virginia",23368,23357,23354,22310,23166,22713,22976,23120,23026,22708,22950
0500000US51149,51149,"Prince George County, Virginia",35725,35719,35644,36713,37125,37333,37411,38212,37872,37895,38082
0500000US51153,51153,"Prince William County, Virginia",402002,401997,406171,419076,429665,437833,443926,451232,457023,463551,468011
0500000US51155,51155,"Pulaski County, Virginia",34872,34859,34830,34737,34733,34547,34342,34341,34225,34194,34066
0500000US51157,51157,"Rappahannock County, Virginia",7373,7503,7497,7472,7406,7424,7333,7390,7352,7333,7252
0500000US51159,51159,"Richmond County, Virginia",9254,9254,9280,9208,9081,8952,8884,8783,8759,8925,9038
0500000US51161,51161,"Roanoke County, Virginia",92376,92462,92396,92800,92723,93301,93371,93337,93371,93763,94073
0500000US51163,51163,"Rockbridge County, Virginia",22307,22358,22350,22446,22380,22330,22433,22375,22376,22609,22752
0500000US51165,51165,"Rockingham County, Virginia",76314,76321,76407,76850,77136,77422,77885,78453,79323,80313,81244
0500000US51167,51167,"Russell County, Virginia",28897,28902,28857,28660,28403,28312,28054,27824,27385,27027,26748
0500000US51169,51169,"Scott County, Virginia",23177,23170,23129,23055,22955,22768,22518,22244,21980,21767,21534
0500000US51171,51171,"Shenandoah County, Virginia",41993,41996,42051,42263,42530,42507,42731,42841,42885,43271,43497
0500000US51173,51173,"Smyth County, Virginia",32208,32214,32198,32044,31895,31773,31571,31411,31121,30722,30472
0500000US51175,51175,"Southampton County, Virginia",18570,18571,18637,18634,18504,18328,18221,18121,18022,17743,17586
0500000US51177,51177,"Spotsylvania County, Virginia",122397,122449,122971,124516,125808,127385,128804,129944,131271,132802,134238
0500000US51179,51179,"Stafford County, Virginia",128961,128984,129835,132197,133375,135939,138813,140917,143578,146790,149960
0500000US51181,51181,"Surry County, Virginia",7058,7064,7044,6921,6838,6787,6780,6670,6553,6522,6474
0500000US51183,51183,"Sussex County, Virginia",12087,12070,12011,12084,11919,11762,11721,11686,11408,11380,11237
0500000US51185,51185,"Tazewell County, Virginia",45078,45068,45127,44735,44273,44023,43386,42904,42108,41146,40855
0500000US51187,51187,"Warren County, Virginia",37575,37435,37502,37627,37866,38480,40103,38675,39105,39357,40003
0500000US51191,51191,"Washington County, Virginia",54876,54964,54966,54802,55093,54778,54604,54337,54271,54415,54402
0500000US51193,51193,"Westmoreland County, Virginia",17454,17460,17490,17635,17513,17552,17440,17549,17637,17736,17830
0500000US51195,51195,"Wise County, Virginia",41452,41450,41585,41462,40919,40675,39908,39567,39026,38611,38012
0500000US51197,51197,"Wythe County, Virginia",29235,29235,29241,29187,29317,29271,29044,29098,28934,28872,28754
0500000US51199,51199,"York County, Virginia",65464,65239,65268,65814,65871,66030,66573,67828,67812,67878,67846
0500000US51510,51510,"Alexandria city, Virginia",139966,140008,140740,144220,147314,149674,151431,153863,157045,159654,160530
0500000US51520,51520,"Bristol city, Virginia",17835,17739,17767,17716,17695,17390,17199,17041,16843,16650,16482
0500000US51530,51530,"Buena Vista city, Virginia",6650,6607,6611,6710,6746,6652,6550,6533,6362,6313,6237
0500000US51540,51540,"Charlottesville city, Virginia",43475,43425,43463,43758,44580,45013,45522,46433,47236,47902,48117
0500000US51550,51550,"Chesapeake city, Virginia",222209,222306,223550,225332,228075,230330,233380,235168,237591,240327,242634
0500000US51570,51570,"Colonial Heights city, Virginia",17411,17410,17339,17280,17380,17483,17440,17482,17535,17676,17833
0500000US51580,51580,"Covington city, Virginia",5961,5954,5943,5916,5845,5830,5775,5661,5539,5474,5460
0500000US51590,51590,"Danville city, Virginia",43055,43077,42921,42642,42709,42630,42267,41937,41641,41022,40693
0500000US51595,51595,"Emporia city, Virginia",5927,5925,5920,5840,5812,5693,5597,5525,5370,5292,5121
0500000US51600,51600,"Fairfax city, Virginia",22565,22554,22615,22463,22898,23236,23315,23439,23835,24162,24574
0500000US51610,51610,"Falls Church city, Virginia",12332,12279,12434,12695,13123,13398,13454,13837,13782,14489,14772
0500000US51620,51620,"Franklin city, Virginia",8582,8580,8581,8447,8485,8542,8399,8334,8183,8125,8013
0500000US51630,51630,"Fredericksburg city, Virginia",24286,24178,24354,25750,27176,27819,28254,28054,28379,28516,29144
0500000US51640,51640,"Galax city, Virginia",7042,6989,6991,6846,6855,6935,6904,6798,6576,6487,6423
0500000US51650,51650,"Hampton city, Virginia",137436,137384,137336,136528,137083,137243,137597,136187,135238,134581,134313
0500000US51660,51660,"Harrisonburg city, Virginia",48914,48900,48991,49932,51315,51550,52558,52755,53701,53907,54033
0500000US51670,51670,"Hopewell city, Virginia",22591,22591,22642,22498,22308,22161,22109,22228,22553,22554,22596
0500000US51678,51678,"Lexington city, Virginia",7042,7034,7040,6963,7011,7143,7121,7123,7089,7082,7136
0500000US51680,51680,"Lynchburg city, Virginia",75568,75533,75551,76582,77276,77950,78155,79271,80038,81065,82126
0500000US51683,51683,"Manassas city, Virginia",37821,37819,38232,39120,40307,41110,41180,41530,41435,41501,41641
0500000US51685,51685,"Manassas Park city, Virginia",14273,14241,14447,15067,15401,15901,15924,16054,16143,16686,17307
0500000US51690,51690,"Martinsville city, Virginia",13821,13814,13760,13595,13490,13416,13317,13277,13038,12969,12902
0500000US51700,51700,"Newport News city, Virginia",180719,180994,180925,180098,180094,181320,181576,180948,180179,179398,178626
0500000US51710,51710,"Norfolk city, Virginia",242803,242827,242998,243632,246141,245449,246587,246534,245843,244922,244076
0500000US51720,51720,"Norton city, Virginia",3958,3993,4013,4087,4124,4100,4136,4005,3947,3892,3968
0500000US51730,51730,"Petersburg city, Virginia",32420,32435,32496,32083,31990,32307,32236,32000,31698,31635,31567
0500000US51735,51735,"Poquoson city, Virginia",12150,12157,12145,12038,12110,12090,12003,12014,11943,12043,12190
0500000US51740,51740,"Portsmouth city, Virginia",95535,95527,95445,95726,96467,96071,95826,96308,95094,94693,94632
0500000US51750,51750,"Radford city, Virginia",16408,16395,16430,16809,16709,17116,17390,17341,17420,17659,18339
0500000US51760,51760,"Richmond city, Virginia",204214,204327,204256,206325,210741,213815,217003,220847,225332,226968,228783
0500000US51770,51770,"Roanoke city, Virginia",97032,96912,96722,96776,98092,98860,99443,99733,99572,99436,99920
0500000US51775,51775,"Salem city, Virginia",24802,24835,24894,25021,25175,25314,25427,25426,25438,25662,25643
0500000US51790,51790,"Staunton city, Virginia",23746,23745,23736,24020,23807,24101,24287,24219,24266,24566,24922
0500000US51800,51800,"Suffolk city, Virginia",84585,84572,84823,84751,85258,85765,86892,88127,89322,90275,91185
0500000US51810,51810,"Virginia Beach city, Virginia",437994,437903,438855,442536,445038,447732,448913,450474,451136,449962,450189
0500000US51820,51820,"Waynesboro city, Virginia",21006,20998,20994,21102,21069,21173,21312,21558,21798,22336,22628
0500000US51830,51830,"Williamsburg city, Virginia",14068,13689,13716,14096,14513,14604,14566,14767,14824,14889,14896
0500000US51840,51840,"Winchester city, Virginia",26203,26223,26150,26662,27012,27333,27394,27470,27762,28210,28108
0500000US53001,53001,"Adams County, Washington",18728,18728,18789,18879,18952,19115,19200,19244,19378,19681,19759
0500000US53003,53003,"Asotin County, Washington",21623,21623,21725,21969,21908,22128,22189,22106,22275,22507,22610
0500000US53005,53005,"Benton County, Washington",175177,175169,176465,180429,182391,184355,186542,190316,193652,198453,201877
0500000US53007,53007,"Chelan County, Washington",72453,72460,72756,73221,73497,73762,74170,75123,75977,76479,77036
0500000US53009,53009,"Clallam County, Washington",71404,71404,71509,71760,71771,72056,72477,73222,74285,75712,76737
0500000US53011,53011,"Clark County, Washington",425363,425360,426709,432259,436372,441385,448277,456986,465310,474492,481857
0500000US53013,53013,"Columbia County, Washington",4078,4078,4094,4004,3977,4002,3984,3961,3978,4023,4059
0500000US53015,53015,"Cowlitz County, Washington",102410,102408,102357,102299,101657,101483,101799,103050,104826,106900,108987
0500000US53017,53017,"Douglas County, Washington",38431,38427,38515,38663,39202,39400,39795,40559,41426,42167,42907
0500000US53019,53019,"Ferry County, Washington",7551,7554,7544,7637,7663,7592,7590,7519,7530,7590,7649
0500000US53021,53021,"Franklin County, Washington",78163,78163,79083,83065,85729,86501,87743,88779,90315,92117,94347
0500000US53023,53023,"Garfield County, Washington",2266,2266,2261,2236,2208,2237,2201,2222,2245,2205,2247
0500000US53025,53025,"Grant County, Washington",89120,89124,89569,90611,91332,91749,92968,93670,94512,95821,97331
0500000US53027,53027,"Grays Harbor County, Washington",72797,72798,72843,72357,71770,71046,70783,71027,71572,72553,73901
0500000US53029,53029,"Island County, Washington",78506,78508,78690,78936,79035,78196,78698,80031,81708,83285,84460
0500000US53031,53031,"Jefferson County, Washington",29872,29872,29891,29841,29789,29996,30139,30331,30891,31191,31729
0500000US53033,53033,"King County, Washington",1931249,1931292,1938375,1974084,2011323,2047543,2085730,2126561,2166602,2204229,2233163
0500000US53035,53035,"Kitsap County, Washington",251133,251143,251676,254281,254323,252403,253415,259320,263283,266550,269805
0500000US53037,53037,"Kittitas County, Washington",40915,40909,40989,41549,41624,41830,42597,43092,44913,46157,47364
0500000US53039,53039,"Klickitat County, Washington",20318,20317,20376,20685,20638,20870,20864,20997,21264,21750,22107
0500000US53041,53041,"Lewis County, Washington",75455,75457,75505,75660,75435,74967,74858,75419,76622,78230,79604
0500000US53043,53043,"Lincoln County, Washington",10570,10570,10575,10528,10431,10297,10227,10289,10340,10579,10740
0500000US53045,53045,"Mason County, Washington",60699,60692,60735,60870,60681,60472,60615,61033,62179,63801,65507
0500000US53047,53047,"Okanogan County, Washington",41120,41117,41229,41330,41181,41062,41252,41352,41558,41898,42132
0500000US53049,53049,"Pacific County, Washington",20920,20919,20878,20880,20580,20442,20566,20869,21250,21684,22036
0500000US53051,53051,"Pend Oreille County, Washington",13001,13001,12949,12951,13000,12884,12917,13087,13124,13363,13602
0500000US53053,53053,"Pierce County, Washington",795225,795217,795393,802976,811009,819059,828920,841706,860072,877201,891299
0500000US53055,53055,"San Juan County, Washington",15769,15769,15784,15844,15849,15909,16010,16198,16304,16725,17128
0500000US53057,53057,"Skagit County, Washington",116901,116893,116954,117579,117721,118277,119992,121604,123709,126026,128206
0500000US53059,53059,"Skamania County, Washington",11066,11070,11115,11153,11200,11308,11377,11378,11585,11837,11924
0500000US53061,53061,"Snohomish County, Washington",713335,713296,715507,722044,732152,744236,757417,770049,787695,803039,814901
0500000US53063,53063,"Spokane County, Washington",471221,471229,472089,473401,475453,478368,482926,488749,497143,505928,514631
0500000US53065,53065,"Stevens County, Washington",43531,43523,43464,43439,43472,43262,43470,43544,44131,44667,45260
0500000US53067,53067,"Thurston County, Washington",252264,252260,252996,256321,258489,261791,264975,268014,273721,280289,286419
0500000US53069,53069,"Wahkiakum County, Washington",3978,3979,3983,3992,3999,4033,4043,4027,4167,4280,4426
0500000US53071,53071,"Walla Walla County, Washington",58781,58781,58920,59444,59340,59378,59536,59976,60094,60652,60922
0500000US53073,53073,"Whatcom County, Washington",201140,201146,201547,203480,204880,206107,208215,211940,216569,221650,225685
0500000US53075,53075,"Whitman County, Washington",44776,44778,44794,45048,46636,46793,46916,48128,48784,49344,49791
0500000US53077,53077,"Yakima County, Washington",243231,243240,244269,245950,246207,246612,247046,248065,249691,250377,251446
0500000US54001,54001,"Barbour County, West Virginia",16589,16589,16612,16600,16870,16872,16903,16971,16742,16499,16535
0500000US54003,54003,"Berkeley County, West Virginia",104169,104172,104606,105718,106950,108489,110187,111683,113476,115007,117123
0500000US54005,54005,"Boone County, West Virginia",24629,24625,24605,24406,24353,24086,23710,23246,22803,22374,21951
0500000US54007,54007,"Braxton County, West Virginia",14523,14519,14545,14533,14451,14385,14404,14372,14321,14224,14089
0500000US54009,54009,"Brooke County, West Virginia",24069,24067,23995,23828,23691,23604,23384,23205,22680,22390,22203
0500000US54011,54011,"Cabell County, West Virginia",96319,96297,96322,96604,96943,97020,96634,96571,95673,94486,93224
0500000US54013,54013,"Calhoun County, West Virginia",7627,7627,7657,7637,7595,7550,7559,7466,7379,7322,7254
0500000US54015,54015,"Clay County, West Virginia",9386,9384,9373,9332,9206,9138,8880,8874,8827,8714,8632
0500000US54017,54017,"Doddridge County, West Virginia",8202,8201,8198,8250,8298,8547,8471,8701,8575,8529,8406
